,post_id,date,year,nhood,city,county,price,beds,baths,sqft,room_in_apt,address,lat,lon,title,descr,details
10,5946087518,20170105,2017,albany / el cerrito,el cerrito,contra costa,2200,2.0,2.0,750.0,0,2541,37.888074,-122.306451,2 bed 1 bath in side by side duplex,"Charming 3 bedroom and 2 bath house in Fremont's desirable Northgate area.  This recently remodeled gem has upgrades throughout, creating a beautiful and comfortable home in a quiet cul-de-sac location.FEATURES:•  3 Bedrooms, including a master bedroom suite with 2 closets•  2 Bathrooms•  Living room•  Family room•  Dining area•  Kitchen•  Attached 2-car garage•  Washer and dryer hook-ups in garage•  Decorative fireplace in family roomUPGRADES:•  Energy efficient central air conditioning (A/C)•  Energy efficient central heat•  Energy efficient dual pane windows, including garden window in kitchen•  New energy efficient water heater•  Completely remodeled kitchen with granite counters, warm wood cabinets, stainless steel chef's dream stove, powerful stainless steel ventilation hood, and stainless steel dishwasher•  Completely remodeled bathrooms with granite counters, warm wood cabinets, and neutral tile throughout•  Gorgeous hardwood floors throughoutGREAT SCHOOLS:•  Warwick Elementary just a short walk away•  Thornton Junior High•  American High*** Be sure to check with Fremont Unified School DistrictFANTASTIC LOCATION:•  Just minutes to:- BART station- Dumbarton Bridge- 880•  Quiet cul-de-sacTERMS:•  $2,830 monthly rent•  $3,000 deposit•  12 month lease•  Good credit:  credit check fee of $35 for each occupant 18 and over•  Good references:  employment and rental references will be checked•  NO smoking•  NO pets","3BR / 2Ba1390ft2 data-date=""2017-01-03"" data-today_msg=""지금 가능"">가능 1월 3</p>"
11,4807656490,20141216,2014,albany / el cerrito,el cerrito,contra costa,2650,2.0,1.0,1234.0,0,1489,37.892861,-122.306889,Albany Schools!! Quiet condo with peekaboo view of the Golden Gate Bri,"Contact info:Roman Fan | Korman & Ng Real Estate Services  Albany Schools!! Quiet condo with peekaboo view of the Golden Gate Bridge545 Pierce St, Albany, CA 94706$2,650/mo  | FurnishedKEY FEATURESYear Built:  1984Sq Footage:  1234 sqft.Bedrooms:  2 BedsBathrooms:  2 BathsParking:  2 Garage | Guest parkingLease Duration:  1 Year (See Details Below)Deposit:  $2,650Pets Policy:  No Pets AllowedLaundry:  In UnitFloor:  3Property Type:  CondoDESCRIPTIONBest albany schools, peekaboo golden gate view. Quiet setting in the building. 2 bedrooms 2 baths. All the amenities of a luxury complex including Pool, Jacuzzi, Sauna, Gym, Clubhouse. 2 parking spaces near the elevator and gated guest parking. Close to pacific east mall, el Cerrito plaza and Bart. Trans bay bus in front of building.RENTAL FEATURESLiving roomMaster bathBreakfast nookOfficeRange / OvenRefrigeratorDishwasherMicrowaveGarbage disposalHeat: forced airCable-readyHigh-speed internetWiredFireplaceCOMMUNITY FEATURESVintage buildingElevatorSecured entryGated entryShared poolFitness centerClubhouseGuest parkingOff-street parkingCovered parkingOn-street parkingGarage - AttachedLEASE TERMSMove-in fee is $250 and move-out fee is $250 charged by the HOA ADDITIONAL LINKS  Virtual Tour: http://kormanandng.com/index_properties.php   Contact info: Roman Fan Korman & Ng Real Estate Services FOR ALL SHOWING TEXT  show contact infoor reply to ad.","2BR / 2Ba 1234ft2 furnished condo  date=""2015-12-01"" today_msg=""available now"">available dec 01<br/>w/d in unit attached garage<br/>no smoking</p>"
12,4795215359,20141223,2014,albany / el cerrito,el cerrito,contra costa,4000,5.0,3.0,3000.0,0,1626,37.9156,-122.2985,Kenginton/El Cerrito nr Border View /big home nr golf ct,Newly nice/clean 5bedroom  (4bedroom +Den ) 3 full bath at top hill  Next to Golf court  with bay/hill view two storage apx 3000 sqfts with 1/4 aces lot full landscaped including  lawn a lot tree flower fruit tree around unit have high ceiling large living room fire place formal dinner and  family room hardwood floor newly kitchen with  Granite  counter top 3 bar stool bar counter refrigerator stove oven dishwasher  washer washer and dryer two car garage with auto garage opener  large back yard walk to bus and golf court 5 mins drive to BART station 7 mins to Berkeley 15 minds to Bay bridge Very good el Cerrito area  available after  1/7/15   interest person please e-mail some about your family if ok with you like what you do? How many will occupy? do you smoke and have pets? Plus  name phone number then will call show  if available thank you,"5BR / 3Ba 3000ft2 house  date=""2015-02-01"" today_msg=""available now"">available feb 01<br/>laundry on site attached garage</p>"
13,5982900492,20170202,2017,albany / el cerrito,el cerrito,contra costa,2300,0.0,1.0,615.0,0,2748,37.90845,-122.284312,Picturesque Kensington Studio House! Near El Cerrito BART/Albany!,"Unique, Quiet Setting In Kensington Hills! Must See!93 Franciscan Way, KensingtonRent: $2,300Security Deposit: $3,450Contact: Fredric Harper-CottonEmail:  연락처 정보 표시THIS UNIQUE COTTAGE STUDIO FEATURES: Studio house on hillside Parkay wood flooring Walls of windows gets maximum light Full kitchen with gas stove Full bath (shower only)  2 closets for ample storage Huge deck facing nightly sunsets Small yard space for possible gardening Parking included Laundry onsite Tenant pays all utilities Short trip to BART and shopping Easy commute to UCBWonderful cottage studio in the hillside community of Kensington. The cottage is one of 4 small houses in the quiet and greenery above El Cerrito Plaza BART. With its open design, you can use every square foot you possibly can! Almost 3/4 of the walls are floor to ceiling windows. You have full kitchen, with a real gas stove, and shower bathroom. You'll have a huge deck if you like to grill or just to enjoy the sunshine or the sun setting. This is the perfect place to get away without leaving and enjoy the greenery around you. To get to the house, park on Franciscan Way (You will see 97 Franciscan from the street) and walk up the shared driveway.","0BR / 1Ba615ft2 data-date=""2017-02-16"" data-today_msg=""지금 가능"">가능 2월 16</p>"
14,4630709902,20140824,2014,albany / el cerrito,el cerrito,contra costa,2200,1.0,1.0,997.0,0,1698,37.909767,-122.302851,El Cerrito House. Garden. Garage.Hardwoods. Sun porch,Great house in El Cerrito.Large kitchen with space for a table.Large living room with hardwood floors.Enclosed sun porch off kitchen.Bedroom has carpets.Garage can be used for storage.Washer and dryer hookups.Bathroom has a tub and shower.Available August 30thOne year lease.One pet negotiable.To view or for questions please email  show contact info,"1BR / 1Ba 997ft2 house  date=""2014-08-30"" today_msg=""available now"">available aug 30<br/>w/d hookups off-street parking<br/>no smoking<br/>cats are OK - purrr dogs are OK - wooof</p>"
15,5965658221,20170119,2017,albany / el cerrito,el cerrito,contra costa,3150,3.0,3.5,1975.0,0,2645,37.917761,-122.34684,3 BR 3.5 BA in NEW spacious townhouse in the Richmond Marina,"Hi there - we have a beautiful 3 bedroom 3.5 bath townhouse located in the city of Richmond (near the marina) available for rent!This 1,975 sq ft, 3 story townhouse is completely new and perfect for people looking for a place to live near the water. Easy commute to the city or other parts of the East Bay as well!Features:- Open kitchen with middle island - new stainless steel dishwasher, high end gas stove, and microwave- Lots of natural light in the living room and dining room (located on 2nd floor with kitchen)- 2nd floor also includes powder room and pantry- Ground floor bedroom or office with full bath- Master bedroom with walk-in closet and large bathroom- Secondary bedroom with full bath - New Washer and dryer in unit- 2 car garage with room for storage- Additional parking available within community for guests or extra carsCommute:- Easy access to I-580 and I-80- 25 minutes to San Francisco- 20 minutes to Oakland- 20 minutes to UC Berkeley- Richmond Bart station is 2 miles away- 15 minute walk to Richmond Ferry (to be completed in 2017)Lifestyle:- Great running or biking trails at the nearby waterfront- Beautiful views of San Francisco from the waterfront- Marina Bay Yacht Harbor is within walking distance- Many parks and hiking trails nearby- Delicious restaurants and bars walking distance- CVS pharmacy and Kaiser nearby- Safe neighborhood with police department nearbyPerfect for:- Long term renters. We require at least a 1 year lease.- Newly weds or couples- Families- Friends- UC Berkeley studentsOther details:- Images are from the model home. Since the available townhouse is completely new, it is unfurnished and does not currently have any furniture. The layout from the images are exactly the same though.- Move-in deposit is $5,000.We look forward to hearing from you!","3BR / 3.5Ba1975ft2 data-date=""2017-02-01"" data-today_msg=""지금 가능"">가능 2월 1</p>"
16,4612203917,20140824,2014,albany / el cerrito,el cerrito,contra costa,8500,4.0,2.0,2014.0,0,1654,37.911955,-122.294569,Mid-Century Modern over a Creek!,"Welcome!  This unique home is featured in ""NorCalMod"", a book on Mid-Century Modern architecture!  This steel frame home has walls of glass and is built on top of two steel I-Beams that rest ABOVE a creek ... yes, the creek runs under the home! The home was designed by Beverly David Thorne, the last living architect to have participated in Arts & Architecture's famous Case Study Houses (1945-1966), a project to introduce modern architecture to the public. He designed houses, most on steep hillsides and built out of steel. He is most famous for the ""Brubeck House"" that was featured on the Ed Sullivan show. With the exception of updated flooring, appliances and the downstairs addition, this house is in its original condition. The steel construction design of the home gives it incredible strength and durability. This also allows the support of glass walls which provide an outstanding view of majestic trees and a garden setting from the front as well as inspiring views of the Bay, San Francisco, the Golden Gate Bridge and Mount Tampalias from the back. When it rains, you can also witness a breath taking creek that flows magnificently under the house. The architecture of this home is what stands out. It is considered a ""floating"" home design and it feels like you are living mid air. Deer come frequently to enjoy the land and add to the serene and inspiring aura of this property. There is a meandering walkway to the front of the home which parallels the creek which provides a zen like peaceful feeling when entering the property.  ACCOMODATIONS This house is a 2014 square foot, 4+ bedroom, 2 bathroom single family home. In addition, there is 1200 square feet of decking to relax and enjoy the views! There are beds in three of the bedrooms plus one extra room. The master bedroom has a king bed with a high-end organic European Sleepworks mattress and a private bathroom. The second room has a queen bed (also European Sleepworks), and the third room has a full size futon bed. There is an additional room downstairs that includes a twin (European Sleepworks) bed. Please note, the downstairs space has no door separating this area from the upper level, only a spiral staircase. However, it still feels very private and boasts amazing creek and forest views. Second bath is on main level and has shower over tub. The main room is an open-concept living room/dining room/kitchen area. It boasts incredible views and has plenty of room for great conversations, working, or just relaxing. Furnishings include a large Z Gallerie soft leather sectional, authentic Starbucks velvet lounge chairs, and a dining table which seats up to 8 (possibly more if requested ahead of time). Front room has a 52"" TV with Blue Ray player and unlimited access to Hulu and Netflix. The master bedroom TV has Hulu and Netflix as well. The kitchen is stocked with all the basics needed for cooking and serving and includes a Bosch dishwasher to make clean-up easier. If you anticipate a need for a certain appliances ahead of time, please let us know and we will do our best to accommodate you. THE NEIGHBORHOOD  Located near the Berkeley hills, the house is in a great location. Minutes from the freeway, UC Berkeley, Tilden Park, and San Francisco. We are close to shopping, restaurants, BART, coffee shops, movie theaters ... everything you may need. We are currently working on a list of places to go, where to eat, and other information about the area. This home is part of the Kensington School District and has one of the top rated Elementary Schools in the Bay area. PARKING/TRANSPORTATION  There is room for 3 cars in the carport driveway as well as plenty of free parking on the road in front of the home. The El Cerrito Plaza BART (metro) is within 5 minutes from the home.  PLEASE NOTE: The creek flows heavily during the rain as shown in the pictures. When it is not raining, the creek flows very lightly.","4BR / 2Ba 2014ft2 furnished house  date=""2014-09-01"" today_msg=""available now"">available sep 01<br/>laundry in bldg carport</p>"
17,4835237101,20150113,2015,albany / el cerrito,el cerrito,contra costa,2200,2.0,1.0,900.0,0,1676,37.917324,-122.28478,2 Bed/1 Bath In-Law Unit,"El Cerrito Hills, cute lower level In-Law unit with private entrance available move-in date (1/15/15). BEAUTIFUL BAY VIEWS!!! 2 large bedrooms 1 bath with both tile and carpet flooring, washer & dryer, newer kitchen with gas stove, granite counter, and nice cabinetry. Kitchen can also used as dinning area, Huge private deck and lots of natural light. This property does not take section 8 or pets. No Smoking. Plenty of street parking. Bus line gets to UC Berkeley in 10 minutes, 5 minutes to El Cerrito Del Norte Bart. 3 minutes to Highway 80 entrance, 15 minutes to SF downtown.Monthly rent: $2,200Security deposit: $2,200Term: Month to MonthTenant pays: Rent, gas & electricity, and waterOwner pays: Garbage, wireless internet, and security systemFor more information and showings please contact us atshow contact infoOffice Hours MON-FRI 9AM-5PM ONLY , *Note: Please do not contact Agent call office only.","2BR / 1Ba 900ft2 in-law  date=""2015-01-15"" today_msg=""available now"">available jan 15<br/>laundry on site off-street parking<br/>no smoking</p>"
18,4924645324,20150309,2015,atherton,atherton,san mateo,8700,3.0,2.0,3200.0,0,1866,37.454505,-122.214084,Quiet 3bed/2bath Home + Guest Cottage &amp; Pool,"Lovely 3 bedroom 2 bathroom ranch-style gated home with remodeled kitchen and master bath.- Large sunny family room leading to garden and pool- Formal living room with fireplace and hardwood floors - Formal dining room with French doors- Master bedroom opens to garden- Gated pool with spa with landscaped yard- Landscaping and pool maintained by landlord- Forced air heating and air conditioningFully equipped 900 sq.ft. guest house - Kitchen and laundry- 1 Bedroom with fireplace, 1 bath- Spacious living area overlooking pool and garden- Separate office","3BR / 2Ba 3200ft2 house  date=""2016-03-01"" today_msg=""available now"">available mar 01<br/>w/d in unit carport<br/>no smoking</p>"
19,4676924214,20140928,2014,atherton,atherton,san mateo,7900,3.0,3.0,3860.0,0,2,37.455438,-122.215776, Spanish Colonial home rests in the heart of West Atherton,"Handcrafted in a timeless tradition of California Romantica. Built in 1928, this Spanish Colonial home rests in the heart of West Atherton. Native Oaks and Redwoods boardering the property gives this home a private serene park-like atmosphere. Light and cheerful 3 bedroom, 3 bath, 3860 SF home on 38250 SF lot, Hardwood Floors, and High Ceilings. Guest Cottage with kitchen and bath.Parking: - one car garage Schools: - Redwood City Elementary - Sequoia Union HighOther Details: - Lease terms: 6 months initial, then month-to-month- Owner pays for gardener, Tenants pay all utilities - Renter's insurance required - No smoking, no pets Call Sidney Yee show contact infoor email to arrange house tourBRE# 01422030","3BR / 3Ba 3860ft2 house  date=""2014-10-01"" today_msg=""available now"">available oct 01<br/>w/d in unit detached garage<br/>no smoking</p>"
20,4572667845,20140803,2014,atherton,atherton,san mateo,13950,5.0,1.0,6500.0,0,1796,37.4563,-122.2002,LARGE ATHERTON ESTATE - LAS LOMITAS SCHOOL DISTRICT,"Contact info:Carla Bunch | Marbella Properties, Inc show contact infoElegant Atherton EstateCamino Al Lago, Atherton, CA 94027$13,950/mo KEY FEATURESYear Built:  1985Sq Footage:  6500 sqft.Bedrooms:  4 BedsBathrooms:  5.5 BathsParking:  3 Garage | Guest parkingLease Duration:  1 Year (See Details Below)Pets Policy:  Dogs OKLaundry:  In UnitProperty Type:  Single Family HouseDESCRIPTIONAvailable:   JulyRent:           $13,9506,500 square feetFrom the moment you enter the formal marble entry of this spacious estate, you will appreciate all that this gracious home has to offer.  Entertain in the formal living room and grand formal dining room, read in the traditional library, or dine casually the gourmet kitchen and breakfast area.  You can relax and simply enjoy the private patios, rose garden and verandas within the beautifully landscaped grounds.  This excellent neighborhood and award-winning Los Lomitas School District offers and very best in Bay Area Living!  HIGHLIGHTED FEATURES:-Over 1 acre, new custom designed landscaping-4 bedrooms, with 2 master suites, all feature custom walk in closets-5.5 baths, 3 Jacuzzi tubs and separate showers-Gourmet kitchen, Island, Double ovens, 2 sinks and baking center-Security system with direct access to fire and police -- optional-Central built-in vacuum system-Gardening service included in rentELEGANT AMENITITES:-Traditional, wood-paneled library, custom cabinetry-Wine cellar accommodates 600 plus bottles-Marble and natural stone fire places-Stunning Austrian crystal chandeliers-Private circular drivewayRENTAL FEATURESLiving roomDining roomWalk-in closetMaster bathFamily roomStorage spaceRange / OvenRefrigeratorDishwasherGarbage disposalStainless steel appliancesBalcony, Deck, or PatioYardFenced yardLawnHeat: forced airHardwood floorTile floorFireplaceCOMMUNITY FEATURESGated entryGuest parkingOff-street parkingGarage - AttachedLEASE TERMSOwner pays for gardeningContact info: Carla Bunch Marbella Properties, Inc. show contact infoPosted: Apr 1, 2014, 11:20pm EDTDRE#01475071","5BR / 5.5Ba 6500ft2 house  date=""2015-05-18"" today_msg=""available now"">available may 18<br/>w/d in unit attached garage</p>"
